,name,license,GPL_dependencies
7020,odoo12-addons-oca-stock-logistics-warehouse,unknown,"['odoo12-addon-account-move-line-product', 'odoo12-addon-account-move-line-stock-info', 'odoo12-addon-base-tier-validation', 'odoo12-addon-date-range', 'odoo12-addon-packaging-uom', 'odoo12-addon-procurement-auto-create-group', 'odoo12-addon-product-secondary-unit', 'odoo12-addon-sale-stock-available-info-popup', 'odoo12-addon-sale-stock-info-popup', 'odoo12-addon-scrap-reason-code', 'odoo12-addon-stock-account-change-qty-reason', 'odoo12-addon-stock-account-internal-move', 'odoo12-addon-stock-account-inventory-discrepancy', 'odoo12-addon-stock-account-inventory-force-date', 'odoo12-addon-stock-analytic', 'odoo12-addon-stock-archive-constraint', 'odoo12-addon-stock-available', 'odoo12-addon-stock-available-immediately', 'odoo12-addon-stock-available-mrp', 'odoo12-addon-stock-change-qty-reason', 'odoo12-addon-stock-cycle-count', 'odoo12-addon-stock-demand-estimate-matrix', 'odoo12-addon-stock-generate-putaway-from-inventory', 'odoo12-addon-stock-inventory-chatter', 'odoo12-addon-stock-inventory-cost-info', 'odoo12-addon-stock-inventory-discrepancy', 'odoo12-addon-stock-inventory-exclude-sublocation', 'odoo12-addon-stock-inventory-lockdown', 'odoo12-addon-stock-inventory-preparation-filter', 'odoo12-addon-stock-inventory-revaluation', 'odoo12-addon-stock-inventory-valuation-location', 'odoo12-addon-stock-inventory-verification-request', 'odoo12-addon-stock-inventory-virtual-location', 'odoo12-addon-stock-inventory-virtual-location-change-qty-reason', 'odoo12-addon-stock-location-limit-product', 'odoo12-addon-stock-location-lockdown', 'odoo12-addon-stock-location-position', 'odoo12-addon-stock-location-template', 'odoo12-addon-stock-location-zone', 'odoo12-addon-stock-move-location', 'odoo12-addon-stock-mts-mto-rule', 'odoo12-addon-stock-orderpoint-automatic-creation', 'odoo12-addon-stock-orderpoint-generator', 'odoo12-addon-stock-orderpoint-manual-procurement', 'odoo12-addon-stock-orderpoint-manual-procurement-uom', 'odoo12-addon-stock-orderpoint-procure-location', 'odoo12-addon-stock-orderpoint-uom', 'odoo12-addon-stock-packaging', 'odoo12-addon-stock-picking-completion-info', 'odoo12-addon-stock-picking-procure-method', 'odoo12-addon-stock-production-lot-quantity-tree', 'odoo12-addon-stock-putaway-method', 'odoo12-addon-stock-putaway-product-form', 'odoo12-addon-stock-quant-manual-assign', 'odoo12-addon-stock-realign-move-and-quants', 'odoo12-addon-stock-removal-location-by-priority', 'odoo12-addon-stock-request-analytic', 'odoo12-addon-stock-request-kanban', 'odoo12-addon-stock-request-tier-validation', 'odoo12-addon-stock-reserve-rule', 'odoo12-addon-stock-secondary-unit', 'odoo12-addon-stock-serial-batch-receive', 'odoo12-addon-stock-warehouse-orderpoint-stock-info', 'odoo12-addon-stock-warehouse-orderpoint-stock-info-unreserved', 'odoo12-addon-web-widget-x2many-2d-matrix', 'openupgradelib']"
7021,odoo12-addon-vh-ui,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-partner']"
7022,odoo12-addons-oca-connector-ecommerce,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-partner', 'odoo12-addon-account-payment-sale', 'odoo12-addon-base-exception', 'odoo12-addon-connector-ecommerce', 'odoo12-addon-sale-automatic-workflow', 'odoo12-addon-sale-automatic-workflow-payment-mode', 'odoo12-addon-sale-exception']"
7023,odoo12-addons-oca-connector-magento,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-partner', 'odoo12-addon-account-payment-sale', 'odoo12-addon-base-exception', 'odoo12-addon-base-technical-user', 'odoo12-addon-connector-ecommerce', 'odoo12-addon-connector-magento', 'odoo12-addon-product-multi-category', 'odoo12-addon-sale-automatic-workflow', 'odoo12-addon-sale-automatic-workflow-payment-mode', 'odoo12-addon-sale-exception']"
7024,odoo12-addons-shopinvader-odoo-shopinvader,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-partner', 'odoo12-addon-account-payment-sale', 'odoo12-addon-base-jsonify', 'odoo12-addon-base-sparse-field-list-support', 'odoo12-addon-base-suspend-security', 'odoo12-addon-base-technical-user', 'odoo12-addon-base-url', 'odoo12-addon-connector-algolia', 'odoo12-addon-connector-elasticsearch', 'odoo12-addon-connector-search-engine', 'odoo12-addon-delivery-carrier-info', 'odoo12-addon-invader-payment', 'odoo12-addon-invader-payment-manual', 'odoo12-addon-invader-payment-stripe', 'odoo12-addon-onchange-helper', 'odoo12-addon-partner-firstname', 'odoo12-addon-product-assortment', 'odoo12-addon-product-brand', 'odoo12-addon-product-multi-category', 'odoo12-addon-product-stock-state', 'odoo12-addon-sale-automatic-workflow', 'odoo12-addon-sale-automatic-workflow-payment-mode', 'odoo12-addon-sale-discount-display-amount', 'odoo12-addon-sale-order-price-recalculation', 'odoo12-addon-sale-product-set', 'odoo12-addon-sale-shipping-info-helper', 'odoo12-addon-sale-stock-picking-note', 'odoo12-addon-sale-wishlist', 'odoo12-addon-server-environment', 'odoo12-addon-shopinvader', 'odoo12-addon-shopinvader-algolia', 'odoo12-addon-shopinvader-assortment', 'odoo12-addon-shopinvader-backend-image-proxy', 'odoo12-addon-shopinvader-cart-expiry', 'odoo12-addon-shopinvader-category-image-for-product', 'odoo12-addon-shopinvader-delivery-carrier', 'odoo12-addon-shopinvader-delivery-instruction', 'odoo12-addon-shopinvader-demo-app', 'odoo12-addon-shopinvader-elasticsearch', 'odoo12-addon-shopinvader-guest-mode', 'odoo12-addon-shopinvader-image', 'odoo12-addon-shopinvader-invoice', 'odoo12-addon-shopinvader-lead', 'odoo12-addon-shopinvader-locomotive', 'odoo12-addon-shopinvader-locomotive-algolia', 'odoo12-addon-shopinvader-locomotive-elasticsearch', 'odoo12-addon-shopinvader-locomotive-guest-mode', 'odoo12-addon-shopinvader-multi-category', 'odoo12-addon-shopinvader-partner-firstname', 'odoo12-addon-shopinvader-partner-vat', 'odoo12-addon-shopinvader-payment', 'odoo12-addon-shopinvader-payment-manual', 'odoo12-addon-shopinvader-payment-stripe', 'odoo12-addon-shopinvader-pending-cart-reminder', 'odoo12-addon-shopinvader-product-stock', 'odoo12-addon-shopinvader-product-stock-state', 'odoo12-addon-shopinvader-product-variant-selector', 'odoo12-addon-shopinvader-quotation', 'odoo12-addon-shopinvader-sale-profile', 'odoo12-addon-shopinvader-search-engine', 'odoo12-addon-shopinvader-wishlist', 'odoo12-addon-storage-backend', 'odoo12-addon-storage-file', 'odoo12-addon-storage-image', 'odoo12-addon-storage-image-product', 'odoo12-addon-storage-thumbnail', 'openupgradelib']"
7025,odoo12-addons-shopinvader-odoo-shopinvader-payment,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-partner', 'odoo12-addon-account-payment-sale', 'odoo12-addon-base-jsonify', 'odoo12-addon-base-sparse-field-list-support', 'odoo12-addon-base-suspend-security', 'odoo12-addon-base-url', 'odoo12-addon-invader-payment', 'odoo12-addon-invader-payment-manual', 'odoo12-addon-invader-payment-sips', 'odoo12-addon-invader-payment-stripe', 'odoo12-addon-onchange-helper', 'odoo12-addon-sale-automatic-workflow', 'odoo12-addon-sale-automatic-workflow-payment-mode', 'odoo12-addon-sale-discount-display-amount', 'odoo12-addon-sale-order-price-recalculation', 'odoo12-addon-shopinvader', 'odoo12-addon-shopinvader-payment', 'odoo12-addon-shopinvader-payment-manual', 'odoo12-addon-shopinvader-payment-sips', 'odoo12-addon-shopinvader-payment-stripe', 'odoo12-addon-shopinvader-quotation', 'odoo12-addon-shopinvader-quotation-payment', 'odoo12-addon-test-invader-payment', 'odoo12-addon-test-shopinvader-payment', 'openupgradelib']"
7026,odoo12-addon-telecom,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-order', 'odoo12-addon-account-payment-partner', 'odoo12-addon-base-substate', 'odoo12-addon-contract', 'odoo12-addon-contract-sale', 'odoo12-addon-product-contract', 'odoo12-addon-sale-substate']"
7027,odoo12-addon-vh-invoicing,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-order', 'odoo12-addon-account-payment-partner', 'odoo12-addon-contract']"
7028,odoo12-addons-oca-community-data-files,unknown,"['odoo12-addon-account-payment-mode', 'odoo12-addon-account-payment-unece', 'odoo12-addon-account-tax-unece', 'odoo12-addon-base-bank-from-iban', 'odoo12-addon-base-currency-iso-4217', 'odoo12-addon-base-iso3166', 'odoo12-addon-base-unece', 'odoo12-addon-l10n-eu-nace', 'odoo12-addon-product-fao-fishing', 'odoo12-addon-uom-unece']"
7029,odoo12-addons-oca-l10n-germany,unknown,"['odoo12-addon-account-tax-balance', 'odoo12-addon-base-country-state-translatable', 'odoo12-addon-base-location', 'odoo12-addon-base-location-geonames-import', 'odoo12-addon-base-location-nuts', 'odoo12-addon-date-range', 'odoo12-addon-hr-holidays-public', 'odoo12-addon-l10n-de-country-states', 'odoo12-addon-l10n-de-holidays', 'odoo12-addon-l10n-de-location-nuts', 'odoo12-addon-l10n-de-steuernummer', 'odoo12-addon-l10n-de-tax-statement', 'odoo12-addon-l10n-de-tax-statement-zm', 'odoo12-addon-l10n-de-toponyms']"
7030,odoo12-addons-oca-l10n-netherlands,unknown,"['odoo12-addon-account-tax-balance', 'odoo12-addon-account-tax-unece', 'odoo12-addon-base-location-nuts', 'odoo12-addon-base-unece', 'odoo12-addon-date-range', 'odoo12-addon-l10n-nl-account-tax-unece', 'odoo12-addon-l10n-nl-bank', 'odoo12-addon-l10n-nl-bsn', 'odoo12-addon-l10n-nl-country-states', 'odoo12-addon-l10n-nl-dutch-company-type', 'odoo12-addon-l10n-nl-kvk', 'odoo12-addon-l10n-nl-location-nuts', 'odoo12-addon-l10n-nl-mis-reports', 'odoo12-addon-l10n-nl-openkvk', 'odoo12-addon-l10n-nl-partner-name', 'odoo12-addon-l10n-nl-partner-salutation', 'odoo12-addon-l10n-nl-postcode', 'odoo12-addon-l10n-nl-postcodeapi', 'odoo12-addon-l10n-nl-tax-invoice-basis', 'odoo12-addon-l10n-nl-tax-statement', 'odoo12-addon-l10n-nl-tax-statement-icp', 'odoo12-addon-l10n-nl-xaf-auditfile-export', 'odoo12-addon-mis-builder', 'odoo12-addon-partner-coc', 'odoo12-addon-partner-company-type', 'odoo12-addon-partner-contact-gender', 'odoo12-addon-partner-contact-personal-information-page', 'odoo12-addon-partner-firstname', 'odoo12-addon-partner-identification', 'odoo12-addon-report-xlsx', 'odoo12-addon-web-widget-color']"
7031,odoo12-addons-oca-vertical-isp,unknown,"['odoo12-addon-agreement', 'odoo12-addon-agreement-legal', 'odoo12-addon-agreement-legal-sale', 'odoo12-addon-agreement-maintenance', 'odoo12-addon-agreement-sale', 'odoo12-addon-agreement-serviceprofile', 'odoo12-addon-base-phone-rate', 'odoo12-addon-base-phone-rate-import-bandwith', 'odoo12-addon-connector-equipment', 'odoo12-addon-connector-equipment-import-cdr', 'odoo12-addon-connector-equipment-service', 'odoo12-addon-product-isp']"
7032,odoo12-addons-oca-operating-unit,unknown,"['odoo12-addon-agreement', 'odoo12-addon-agreement-legal', 'odoo12-addon-agreement-operating-unit', 'odoo12-addon-agreement-serviceprofile', 'odoo12-addon-date-range', 'odoo12-addon-fieldservice', 'odoo12-addon-fieldservice-operating-unit', 'odoo12-addon-hr-operating-unit', 'odoo12-addon-mis-builder', 'odoo12-addon-mis-builder-budget', 'odoo12-addon-partner-fax', 'odoo12-addon-project-operating-unit', 'odoo12-addon-report-xlsx', 'odoo12-addon-sale-multi-operating-unit', 'odoo12-addon-web-timeline', 'odoo12-addon-web-widget-color']"
7033,odoo12-addons-oca-partner-contact,unknown,"['odoo12-addon-animal', 'odoo12-addon-animal-owner', 'odoo12-addon-base-country-state-translatable', 'odoo12-addon-base-location', 'odoo12-addon-base-location-geonames-import', 'odoo12-addon-base-location-nuts', 'odoo12-addon-base-partner-sequence', 'odoo12-addon-base-vat-sanitized', 'odoo12-addon-partner-address-street3', 'odoo12-addon-partner-address-two-lines', 'odoo12-addon-partner-address-version', 'odoo12-addon-partner-affiliate', 'odoo12-addon-partner-bank-active', 'odoo12-addon-partner-capital', 'odoo12-addon-partner-coc', 'odoo12-addon-partner-company-group', 'odoo12-addon-partner-company-type', 'odoo12-addon-partner-contact-access-link', 'odoo12-addon-partner-contact-address-default', 'odoo12-addon-partner-contact-birthdate', 'odoo12-addon-partner-contact-birthplace', 'odoo12-addon-partner-contact-department', 'odoo12-addon-partner-contact-gender', 'odoo12-addon-partner-contact-in-several-companies', 'odoo12-addon-partner-contact-job-position', 'odoo12-addon-partner-contact-lang', 'odoo12-addon-partner-contact-nationality', 'odoo12-addon-partner-contact-personal-information-page', 'odoo12-addon-partner-deduplicate-acl', 'odoo12-addon-partner-deduplicate-by-ref', 'odoo12-addon-partner-deduplicate-by-website', 'odoo12-addon-partner-deduplicate-filter', 'odoo12-addon-partner-default-sale-discount', 'odoo12-addon-partner-disable-gravatar', 'odoo12-addon-partner-email-check', 'odoo12-addon-partner-employee-quantity', 'odoo12-addon-partner-external-map', 'odoo12-addon-partner-fax', 'odoo12-addon-partner-firstname', 'odoo12-addon-partner-group', 'odoo12-addon-partner-helper', 'odoo12-addon-partner-identification', 'odoo12-addon-partner-identification-gln', 'odoo12-addon-partner-industry-parent', 'odoo12-addon-partner-industry-secondary', 'odoo12-addon-partner-label', 'odoo12-addon-partner-multi-name', 'odoo12-addon-partner-multi-relation', 'odoo12-addon-partner-multi-relation-tabs', 'odoo12-addon-partner-noncommercial', 'odoo12-addon-partner-phonecall-schedule', 'odoo12-addon-partner-phone-extension', 'odoo12-addon-partner-postal-address', 'odoo12-addon-partner-pricelist-search', 'odoo12-addon-partner-priority', 'odoo12-addon-partner-ref-unique', 'odoo12-addon-partner-route', 'odoo12-addon-partner-second-lastname', 'odoo12-addon-partner-socialmedia', 'odoo12-addon-partner-vat-unique', 'odoo12-addon-portal-partner-data-no-edit', 'odoo12-addon-portal-partner-select-all', 'odoo12-addon-web-domain-field', 'odoo12-addon-web-tree-many2one-clickable']"
7034,odoo12-addons-oca-apps-store,unknown,"['odoo12-addon-apps-download', 'odoo12-addon-apps-product-creator', 'odoo12-addon-github-connector', 'odoo12-addon-github-connector-oca', 'odoo12-addon-github-connector-odoo', 'odoo12-addon-website-apps-store', 'odoo12-addon-website-form-recaptcha']"
7035,odoo12-addons-oca-oca-custom,unknown,"['odoo12-addon-apps-product-creator', 'odoo12-addon-github-connector', 'odoo12-addon-github-connector-oca', 'odoo12-addon-github-connector-odoo', 'odoo12-addon-oca-custom', 'odoo12-addon-oca-event-badge', 'odoo12-addon-oca-psc-team', 'odoo12-addon-project-members', 'odoo12-addon-website-oca-integrator', 'odoo12-addon-website-oca-psc-team']"
7036,odoo12-addons-oca-connector-telephony,unknown,"['odoo12-addon-asterisk-click2dial', 'odoo12-addon-base-phone', 'odoo12-addon-base-phone-cdr', 'odoo12-addon-base-phone-popup', 'odoo12-addon-connector-voicent', 'odoo12-addon-crm-phone', 'odoo12-addon-event-phone', 'odoo12-addon-hr-phone', 'odoo12-addon-hr-recruitment-phone', 'odoo12-addon-iap-alternative-provider', 'odoo12-addon-server-environment', 'odoo12-addon-sms-ovh-http', 'odoo12-addon-web-notify']"
7037,odoo12-addons-oca-knowledge,unknown,"['odoo12-addon-attachment-category', 'odoo12-addon-attachment-preview', 'odoo12-addon-document-page', 'odoo12-addon-document-page-approval', 'odoo12-addon-document-page-group', 'odoo12-addon-document-page-portal', 'odoo12-addon-document-page-project', 'odoo12-addon-document-page-reference', 'odoo12-addon-document-page-tag', 'odoo12-addon-document-url', 'odoo12-addon-knowledge']"
7038,odoo12-addons-oca-server-tools,unknown,"['odoo12-addon-attachment-delete-restrict', 'odoo12-addon-attachment-queue', 'odoo12-addon-attachment-synchronize', 'odoo12-addon-attachment-unindex-content', 'odoo12-addon-auditlog', 'odoo12-addon-auto-backup', 'odoo12-addon-base-changeset', 'odoo12-addon-base-conditional-image', 'odoo12-addon-base-deterministic-session-gc', 'odoo12-addon-base-exception', 'odoo12-addon-base-import-module-group', 'odoo12-addon-base-jsonify', 'odoo12-addon-base-m2m-custom-field', 'odoo12-addon-base-multi-image', 'odoo12-addon-base-remote', 'odoo12-addon-base-search-fuzzy', 'odoo12-addon-base-technical-user', 'odoo12-addon-bus-alt-connection', 'odoo12-addon-company-country', 'odoo12-addon-configuration-helper', 'odoo12-addon-database-cleanup', 'odoo12-addon-datetime-formatter', 'odoo12-addon-dbfilter-from-header', 'odoo12-addon-excel-import-export', 'odoo12-addon-excel-import-export-demo', 'odoo12-addon-fetchmail-incoming-log', 'odoo12-addon-fetchmail-notify-error-to-sender', 'odoo12-addon-html-image-url-extractor', 'odoo12-addon-html-text', 'odoo12-addon-iap-alternative-provider', 'odoo12-addon-ir-sequence-standard-default', 'odoo12-addon-letsencrypt', 'odoo12-addon-mail-cleanup', 'odoo12-addon-mail-environment', 'odoo12-addon-module-analysis', 'odoo12-addon-module-change-auto-install', 'odoo12-addon-onchange-helper', 'odoo12-addon-scheduler-error-mailer', 'odoo12-addon-sentry', 'odoo12-addon-server-environment', 'odoo12-addon-slow-statement-logger', 'odoo12-addon-sql-export', 'odoo12-addon-sql-export-excel', 'odoo12-addon-sql-export-mail', 'odoo12-addon-sql-request-abstract', 'odoo12-addon-storage-backend']"
7039,odoo12-addons-shopinvader-pattern-import-export,unknown,"['odoo12-addon-attachment-queue', 'odoo12-addon-attachment-synchronize', 'odoo12-addon-base-export-manager', 'odoo12-addon-base-jsonify', 'odoo12-addon-pattern-import-export', 'odoo12-addon-pattern-import-export-csv', 'odoo12-addon-pattern-import-export-synchronize', 'odoo12-addon-pattern-import-export-xlsx', 'odoo12-addon-server-environment', 'odoo12-addon-storage-backend', 'odoo12-addon-web-notify', 'openupgradelib']"
7040,odoo12-addons-oca-odoo-pim,unknown,"['odoo12-addon-attribute-set', 'odoo12-addon-attribute-set-completeness', 'odoo12-addon-attribute-set-mass-edit', 'odoo12-addon-attribute-set-searchable', 'odoo12-addon-base-search-custom-field-filter', 'odoo12-addon-mass-editing', 'odoo12-addon-mass-operation-abstract', 'odoo12-addon-pim', 'odoo12-addon-product-attribute-set', 'odoo12-addon-product-attribute-set-completeness']"
7041,odoo12-addons-shopinvader-odoo-pim,unknown,"['odoo12-addon-attribute-set', 'odoo12-addon-attribute-set-completeness', 'odoo12-addon-attribute-set-mass-edit', 'odoo12-addon-attribute-set-searchable', 'odoo12-addon-base-search-custom-field-filter', 'odoo12-addon-mass-editing', 'odoo12-addon-mass-operation-abstract', 'odoo12-addon-pim', 'odoo12-addon-product-attribute-set', 'odoo12-addon-product-attribute-set-completeness']"
7042,odoo12-addons-oca-server-auth,unknown,"['odoo12-addon-auth-admin-passkey', 'odoo12-addon-auth-from-http-remote-user', 'odoo12-addon-auth-ldap-attribute-sync', 'odoo12-addon-auth-ldaps', 'odoo12-addon-auth-oauth-multi-token', 'odoo12-addon-auth-oidc', 'odoo12-addon-auth-saml', 'odoo12-addon-auth-session-timeout', 'odoo12-addon-auth-signup-verify-email', 'odoo12-addon-auth-user-case-insensitive', 'odoo12-addon-base-user-show-email', 'odoo12-addon-server-environment', 'odoo12-addon-users-ldap-groups', 'odoo12-addon-users-ldap-mail', 'odoo12-addon-users-ldap-populate']"
7043,odoo12-addons-oca-server-ux,unknown,"['odoo12-addon-barcode-action', 'odoo12-addon-base-duplicate-security-group', 'odoo12-addon-base-export-manager', 'odoo12-addon-base-import-security-group', 'odoo12-addon-base-optional-quick-create', 'odoo12-addon-base-search-custom-field-filter', 'odoo12-addon-base-substate', 'odoo12-addon-base-technical-features', 'odoo12-addon-base-tier-validation', 'odoo12-addon-base-tier-validation-formula', 'odoo12-addon-base-tier-validation-forward', 'odoo12-addon-base-user-locale', 'odoo12-addon-chained-swapper', 'odoo12-addon-date-range', 'odoo12-addon-default-multi-user', 'odoo12-addon-document-quick-access', 'odoo12-addon-document-quick-access-folder-auto-classification', 'odoo12-addon-filter-multi-user', 'odoo12-addon-mass-editing', 'odoo12-addon-mass-operation-abstract', 'odoo12-addon-multi-step-wizard']"
7044,odoo12-addons-oca-stock-logistics-barcode,unknown,"['odoo12-addon-barcodes-generator-abstract', 'odoo12-addon-barcodes-generator-location', 'odoo12-addon-barcodes-generator-partner', 'odoo12-addon-barcodes-generator-product', 'odoo12-addon-base-gs1-barcode', 'odoo12-addon-product-barcode-constraint-per-company', 'odoo12-addon-product-multi-ean', 'odoo12-addon-stock-barcodes', 'odoo12-addon-stock-barcodes-automatic-entry', 'odoo12-addon-stock-barcodes-gs1', 'odoo12-addon-stock-barcodes-gs1-expiry', 'odoo12-addon-stock-inventory-barcode', 'odoo12-addon-stock-scanner']"
7045,odoo12-addons-oca-stock-logistics-reporting,unknown,"['odoo12-addon-base-comment-template', 'odoo12-addon-date-range', 'odoo12-addon-report-xlsx', 'odoo12-addon-report-xlsx-helper', 'odoo12-addon-stock-account-quantity-history-location', 'odoo12-addon-stock-account-valuation-report', 'odoo12-addon-stock-analysis', 'odoo12-addon-stock-card-report', 'odoo12-addon-stock-forecast-report', 'odoo12-addon-stock-inventory-turnover-report', 'odoo12-addon-stock-inventory-valuation-report', 'odoo12-addon-stock-move-value-report', 'odoo12-addon-stock-picking-comment-template', 'odoo12-addon-stock-picking-product-label', 'odoo12-addon-stock-picking-report-custom-description', 'odoo12-addon-stock-picking-report-summary', 'odoo12-addon-stock-picking-report-undelivered-product', 'odoo12-addon-stock-picking-report-valued', 'odoo12-addon-stock-picking-report-valued-sale-mrp', 'odoo12-addon-stock-quantity-history-location', 'odoo12-addon-stock-report-quantity-by-location']"
7046,odoo12-addons-oca-l10n-japan,unknown,"['odoo12-addon-base-country-state-translatable', 'odoo12-addon-l10n-jp-country-state']"
7047,odoo12-addons-oca-server-backend,unknown,"['odoo12-addon-base-default-lang-translate', 'odoo12-addon-base-global-discount', 'odoo12-addon-base-import-match', 'odoo12-addon-base-suspend-security', 'odoo12-addon-base-user-role', 'odoo12-addon-base-user-role-company', 'odoo12-addon-base-user-role-history', 'odoo12-addon-base-user-role-profile', 'odoo12-addon-base-user-role-profile-example', 'odoo12-addon-pglogical', 'odoo12-addon-server-action-navigate']"
7048,odoo12-addons-oca-delivery-carrier,unknown,"['odoo12-addon-base-delivery-carrier-files', 'odoo12-addon-base-delivery-carrier-label', 'odoo12-addon-configuration-helper', 'odoo12-addon-delivery-auto-refresh', 'odoo12-addon-delivery-carrier-info', 'odoo12-addon-delivery-carrier-label-batch', 'odoo12-addon-delivery-carrier-label-default', 'odoo12-addon-delivery-carrier-label-paazl', 'odoo12-addon-delivery-carrier-label-postlogistics', 'odoo12-addon-delivery-carrier-label-ups', 'odoo12-addon-delivery-carrier-partner', 'odoo12-addon-delivery-cttexpress', 'odoo12-addon-delivery-free-fee-removal', 'odoo12-addon-delivery-multi-destination', 'odoo12-addon-delivery-package-number', 'odoo12-addon-delivery-price-method', 'odoo12-addon-delivery-price-rule-untaxed', 'odoo12-addon-delivery-state', 'odoo12-addon-partner-delivery-schedule', 'odoo12-addon-partner-delivery-zone', 'odoo12-addon-stock-picking-batch-extended', 'odoo12-addon-stock-picking-delivery-info-computation', 'odoo12-addon-stock-picking-mass-action', 'odoo12-addon-stock-picking-report-delivery-cost']"
7049,odoo12-addons-oca-server-env,unknown,"['odoo12-addon-base-delivery-carrier-label', 'odoo12-addon-carrier-environment', 'odoo12-addon-data-encryption', 'odoo12-addon-delivery-carrier-info', 'odoo12-addon-mail-environment', 'odoo12-addon-pos-environment', 'odoo12-addon-server-environment', 'odoo12-addon-server-environment-data-encryption', 'odoo12-addon-server-environment-ir-config-parameter']"
7050,odoo12-addons-oca-e-commerce,unknown,"['odoo12-addon-base-exception', 'odoo12-addon-product-brand', 'odoo12-addon-product-model-viewer', 'odoo12-addon-product-secondary-unit', 'odoo12-addon-resource-booking', 'odoo12-addon-sale-exception', 'odoo12-addon-sale-order-secondary-unit', 'odoo12-addon-sale-order-type', 'odoo12-addon-sale-resource-booking', 'odoo12-addon-sale-stock-picking-note', 'odoo12-addon-stock-available', 'odoo12-addon-website-legal-page', 'odoo12-addon-website-sale-attribute-filter-category', 'odoo12-addon-website-sale-attribute-filter-form-submit', 'odoo12-addon-website-sale-cart-expire', 'odoo12-addon-website-sale-cart-selectable', 'odoo12-addon-website-sale-category-description', 'odoo12-addon-website-sale-exception', 'odoo12-addon-website-sale-hide-price', 'odoo12-addon-website-sale-invoice-address', 'odoo12-addon-website-sale-order-type', 'odoo12-addon-website-sale-product-attribute-filter-visibility', 'odoo12-addon-website-sale-product-brand', 'odoo12-addon-website-sale-product-description', 'odoo12-addon-website-sale-product-detail-attribute-image', 'odoo12-addon-website-sale-product-detail-attribute-value-image', 'odoo12-addon-website-sale-product-minimal-price', 'odoo12-addon-website-sale-product-model-viewer', 'odoo12-addon-website-sale-product-reference-displayed', 'odoo12-addon-website-sale-product-sort', 'odoo12-addon-website-sale-product-style-badge', 'odoo12-addon-website-sale-require-legal', 'odoo12-addon-website-sale-require-login', 'odoo12-addon-website-sale-resource-booking', 'odoo12-addon-website-sale-secondary-unit', 'odoo12-addon-website-sale-show-company-data', 'odoo12-addon-website-sale-stock-available', 'odoo12-addon-website-sale-stock-available-display', 'odoo12-addon-website-sale-stock-force-block', 'odoo12-addon-website-sale-stock-picking-note', 'odoo12-addon-website-sale-stock-provisioning-date', 'odoo12-addon-website-sale-tax-toggle', 'odoo12-addon-website-sale-vat-required', 'odoo12-addon-web-widget-model-viewer']"
7051,odoo12-addons-oca-queue,unknown,"['odoo12-addon-base-export-async', 'odoo12-addon-base-import-async', 'odoo12-addon-export-async-schedule', 'odoo12-addon-queue-job-batch', 'odoo12-addon-queue-job-cron', 'odoo12-addon-queue-job-subscribe', 'odoo12-addon-test-base-import-async', 'odoo12-addon-test-queue-job-batch']"
7052,odoo12-addons-oca-geospatial,unknown,"['odoo12-addon-base-geoengine', 'odoo12-addon-base-geoengine-demo', 'odoo12-addon-base-geolocalize-company', 'odoo12-addon-base-geolocalize-openstreetmap', 'odoo12-addon-base-google-map', 'odoo12-addon-geoengine-base-geolocalize', 'odoo12-addon-geoengine-bing', 'odoo12-addon-geoengine-partner', 'odoo12-addon-geoengine-swisstopo', 'odoo12-addon-test-base-geoengine', 'odoo12-addon-web-view-google-map', 'odoo12-addon-web-widget-google-map-drawing', 'odoo12-addon-web-widget-google-marker-icon-picker']"
7053,odoo12-addons-oca-search-engine,unknown,"['odoo12-addon-base-jsonify', 'odoo12-addon-connector-algolia', 'odoo12-addon-connector-elasticsearch', 'odoo12-addon-connector-search-engine', 'odoo12-addon-server-environment']"
7054,odoo12-addons-oca-crm,unknown,"['odoo12-addon-base-location', 'odoo12-addon-base-location-nuts', 'odoo12-addon-crm-claim', 'odoo12-addon-crm-claim-code', 'odoo12-addon-crm-claim-type', 'odoo12-addon-crm-industry', 'odoo12-addon-crm-l10n-eu-nace', 'odoo12-addon-crm-lead-code', 'odoo12-addon-crm-lead-currency', 'odoo12-addon-crm-lead-firstname', 'odoo12-addon-crm-lead-vat', 'odoo12-addon-crm-location', 'odoo12-addon-crm-location-nuts', 'odoo12-addon-crm-meeting-commercial-partner', 'odoo12-addon-crm-phonecall', 'odoo12-addon-crm-phonecall-planner', 'odoo12-addon-crm-phonecall-summary-predefined', 'odoo12-addon-crm-sale-marketing', 'odoo12-addon-crm-sale-secondary-salesperson', 'odoo12-addon-crm-secondary-salesperson', 'odoo12-addon-crm-stage-type', 'odoo12-addon-crm-team-parent', 'odoo12-addon-l10n-eu-nace', 'odoo12-addon-marketing-crm-partner', 'odoo12-addon-partner-firstname', 'odoo12-addon-partner-industry-secondary', 'odoo12-addon-partner-phonecall-schedule', 'odoo12-addon-sale-secondary-salesperson']"
